# tools/print_check.py, 26 Sep 2026. A search result, not a novelty verdict (CLAUDE.md rule 10).
phrase	source	result	detail	url
debita veneratur salutatione	ia-global	no hits		https://be-api.us.archive.org/fts/v1/search?q=%22debita%20veneratur%20salutatione%22
impostor et detractor	ia-global	no hits		https://be-api.us.archive.org/fts/v1/search?q=%22impostor%20et%20detractor%22
importunitate et garrulitate	ia-global	no hits		https://be-api.us.archive.org/fts/v1/search?q=%22importunitate%20et%20garrulitate%22
in mundo nemini fecundus	ia-global	no hits		https://be-api.us.archive.org/fts/v1/search?q=%22in%20mundo%20nemini%20fecundus%22
cum addicto suo socio	ia-global	no hits		https://be-api.us.archive.org/fts/v1/search?q=%22cum%20addicto%20suo%20socio%22
perfido ac proditore	ia-global	3 item(s)	bub_gb_cy1sfWNJfiMC (R. P. C. Cornelii a Lapide Commentarii in sacram s); bub_gb_P5z54LYwklMC (Salomon siue Commentarius in Prouerbia Salomonis, ); bub_gb_c_zard4mK88C (Commentaria in sacram scripturam auctore Cornelio )	https://be-api.us.archive.org/fts/v1/search?q=%22perfido%20ac%20proditore%22
sed hoc remittimus ad divinam justitiam	ia-global	no hits		https://be-api.us.archive.org/fts/v1/search?q=%22sed%20hoc%20remittimus%20ad%20divinam%20justitiam%22
quae omnia scit et videt	ia-global	no hits		https://be-api.us.archive.org/fts/v1/search?q=%22quae%20omnia%20scit%20et%20videt%22
quorum mendaciis et deceptionibus	ia-global	no hits		https://be-api.us.archive.org/fts/v1/search?q=%22quorum%20mendaciis%20et%20deceptionibus%22
pro pudore silentio obvolvi deberent	ia-global	no hits		https://be-api.us.archive.org/fts/v1/search?q=%22pro%20pudore%20silentio%20obvolvi%20deberent%22
Deus justissimus secundum opera et conscientiam illorum	ia-global	no hits		https://be-api.us.archive.org/fts/v1/search?q=%22Deus%20justissimus%20secundum%20opera%20et%20conscientiam%20illorum%22
per fraudes unius sui falsi amici	ia-global	no hits		https://be-api.us.archive.org/fts/v1/search?q=%22per%20fraudes%20unius%20sui%20falsi%20amici%22
caput in rem honorarii missum	ia-global	no hits		https://be-api.us.archive.org/fts/v1/search?q=%22caput%20in%20rem%20honorarii%20missum%22
Serbanum reduxit	ia-global	no hits		https://be-api.us.archive.org/fts/v1/search?q=%22Serbanum%20reduxit%22
Ablegatum nostrum extraordinarium	ia-global	21 item(s)	devredevancarlow00zuij (De vrede van Carlowitz [microform] : academisch pr); die-burg-vierteljahresschrift-des-instituts-fur-deutsche-ostarbeit-krakau-jhg.-3-1942-heft-1 (Die Burg Vierteljahresschrift Des Instituts Für De); 10557710bsb (Diplomatischer Beytrag zur teutschen und europäisc); memoirsbarondek00louigoog (Memoirs of the Baron de Kolli, relative to his sec); diplomaticcorpsu0000unse (the diplomatic corps under charles II and james II)	https://be-api.us.archive.org/fts/v1/search?q=%22Ablegatum%20nostrum%20extraordinarium%22
Celsissimus Princeps	gbooks	300 volume(s)	rG5cAAAAcAAJ Tanquam Sponsus Reverendissimus Ac Celsi 1764; kGNkAAAAcAAJ Tanquam Sponsus Reverendissimus Ac Celsi 1764; whtkAAAAcAAJ APOSTOLICUS MISSIONARIUS, PASTOR VIGILAN 1733; YdxgAAAAcAAJ Orationes Habitae Occasione Illa, Dum Ce 1820; yO1EAAAAcAAJ Iubilum Ecclesiae et Patriae Wormatiensi 1756	https://www.googleapis.com/books/v1/volumes?q=%22Celsissimus%20Princeps%22&country=US&maxResults=10
conscientiam procedimus	gbooks	1 volume(s)	0f6IR34YjPgC Analecta ordinis minorum Capuccinorum 1920	https://www.googleapis.com/books/v1/volumes?q=%22conscientiam%20procedimus%22&country=US&maxResults=10
christianam procedimus	gbooks	no hits		https://www.googleapis.com/books/v1/volumes?q=%22christianam%20procedimus%22&country=US&maxResults=10
afflicta patria	gbooks	300 volume(s)	Cg0FAAAAYAAJ The Fate and Fortunes of Hugh O'Neill, E 1880; 2sJxqlEqLakC The Fate and Fortunes of H O'Neill, Earl 1868; ZnB3TADqW8UC Memoirs of the Most Rev. Oliver Plunket, 1861; tvBpdThjQL8C Memoirs of the Most Rev. Oliver Plunket, 1861; 4yRDAAAAcAAJ A collection of the state papers of John 1742	https://www.googleapis.com/books/v1/volumes?q=%22afflicta%20patria%22&country=US&maxResults=10
defunctum principem	gbooks	300 volume(s)	sCWJSovBe08C Philippi Cominæi ... Commemorationum rer 1629; 5iS3D-FVCWcC Rerum Britannicarum Medii Aevi Scriptore 1863; 1MUGAwAAQBAJ Chronograms, 5000 and more in number exc 1882; MO5P4qqfGOoC Letters and Papers Illustrative of the R 1863; jlQJAAAAQAAJ Letters and Papers Illustrative of the R 1863	https://www.googleapis.com/books/v1/volumes?q=%22defunctum%20principem%22&country=US&maxResults=10
vindictam sumat	gbooks	300 volume(s)	7A1DdSZpoHIC Studies of the Divine Master 1875; PjSt0RdkLWwC The Chivalrous Society 1977; BWAVTtqKv1YC Critical and Exegetical Commentary on th 1884; 1q3ID-VSK90C Critical and Exegetical Handbook to the  1874; cfFEAAAAYAAJ Commentary on St. Paul's Epistle to the  1879	https://www.googleapis.com/books/v1/volumes?q=%22vindictam%20sumat%22&country=US&maxResults=10
Pergenbeio	gbooks	no hits		https://www.googleapis.com/books/v1/volumes?q=%22Pergenbeio%22&country=US&maxResults=10
Burgundus	gbooks	300 volume(s)	DM1bAAAAQAAJ Nicolas de Bourgoingne (Burgundus), cons 1848; bw4wAQAAMAAJ The Theory and Practice of Private Inter 1892; 48EyAQAAMAAJ The Entomologist 1876; sJUUAAAAYAAJ Newman's Entomologist 1876; 5s6FXDN0e-0C Per la storia della scuola giuridica pad 1889	https://www.googleapis.com/books/v1/volumes?q=%22Burgundus%22&country=US&maxResults=10
Serbanum	gbooks	300 volume(s)	t2SyGB3RIwQC Operele principelui Demetriu Cantemiru 1883; KnY6AQAAIAAJ Operele principelui Demetriu Cantemiru 1883; z85PeDVHJ84C Operele principelui 1883; cb4J1z8t-sYC Bibliotheca sacra 1781; OU5ZAAAAcAAJ Geschichte des Ungrischen Reichs und sei 1804	https://www.googleapis.com/books/v1/volumes?q=%22Serbanum%22&country=US&maxResults=10
Sityka	gbooks	300 volume(s)	tDbwAAAAMAAJ Daily Labor Report 1972; 0kNEU5HwnL0C Fungal Protoplasts 1985-02-20; kMA3CGxhjLgC Plant-Microbe Interactions and Biologica 1998-01-05; xYonZZoZc0oC Sammlung adelicher Ahnentafeln (Lindners 1701; 9VhfDYE6-D0C Sammlung adelicher Ahnentafeln (Lindners 1701	https://www.googleapis.com/books/v1/volumes?q=%22Sityka%22&country=US&maxResults=10
debita veneratur salutatione	gbooks	no hits		https://www.googleapis.com/books/v1/volumes?q=%22debita%20veneratur%20salutatione%22&country=US&maxResults=10
impostor et detractor	gbooks	no hits		https://www.googleapis.com/books/v1/volumes?q=%22impostor%20et%20detractor%22&country=US&maxResults=10
importunitate et garrulitate	gbooks	no hits		https://www.googleapis.com/books/v1/volumes?q=%22importunitate%20et%20garrulitate%22&country=US&maxResults=10
in mundo nemini fecundus	gbooks	no hits		https://www.googleapis.com/books/v1/volumes?q=%22in%20mundo%20nemini%20fecundus%22&country=US&maxResults=10
cum addicto suo socio	gbooks	no hits		https://www.googleapis.com/books/v1/volumes?q=%22cum%20addicto%20suo%20socio%22&country=US&maxResults=10
perfido ac proditore	gbooks	300 volume(s)	qgFEAAAAcAAJ Commentaria in Vetus et Novum Testamentu 1645; K6I5RxIGMQIC Commentaria in Salomonis proverbia 1645; B_Dp5s0WAH8C Commentaria in Salomonis proverbia aucto 1681; ypcJnV0bfKQC Commentaria in Salomonis Proverbia 1680; Cz6uaQqkb_YC Bibbia. Vecchio Testamento. Proverbi 1659	https://www.googleapis.com/books/v1/volumes?q=%22perfido%20ac%20proditore%22&country=US&maxResults=10
sed hoc remittimus ad divinam justitiam	gbooks	no hits		https://www.googleapis.com/books/v1/volumes?q=%22sed%20hoc%20remittimus%20ad%20divinam%20justitiam%22&country=US&maxResults=10
quae omnia scit et videt	gbooks	no hits		https://www.googleapis.com/books/v1/volumes?q=%22quae%20omnia%20scit%20et%20videt%22&country=US&maxResults=10
quorum mendaciis et deceptionibus	gbooks	no hits		https://www.googleapis.com/books/v1/volumes?q=%22quorum%20mendaciis%20et%20deceptionibus%22&country=US&maxResults=10
pro pudore silentio obvolvi deberent	gbooks	no hits		https://www.googleapis.com/books/v1/volumes?q=%22pro%20pudore%20silentio%20obvolvi%20deberent%22&country=US&maxResults=10
Deus justissimus secundum opera et conscientiam illorum	gbooks	no hits		https://www.googleapis.com/books/v1/volumes?q=%22Deus%20justissimus%20secundum%20opera%20et%20conscientiam%20illorum%22&country=US&maxResults=10
per fraudes unius sui falsi amici	gbooks	no hits		https://www.googleapis.com/books/v1/volumes?q=%22per%20fraudes%20unius%20sui%20falsi%20amici%22&country=US&maxResults=10
caput in rem honorarii missum	gbooks	no hits		https://www.googleapis.com/books/v1/volumes?q=%22caput%20in%20rem%20honorarii%20missum%22&country=US&maxResults=10
Serbanum reduxit	gbooks	no hits		https://www.googleapis.com/books/v1/volumes?q=%22Serbanum%20reduxit%22&country=US&maxResults=10
Ablegatum nostrum extraordinarium	gbooks	300 volume(s)	oktmAAAAcAAJ Petri Pazmany cardinalis et archiepiscop 1830; UyVfAAAAcAAJ Historia De Portugal Restaurado. Offerec 1698; 0tJOAAAAcAAJ Samuelis de Pufendorf, De Rebus Gestis F 1695; cnQsPlGzlNMC SAMUELIS de PUFENDORF, DE REBUS GESTIS F 1695; w3pkAAAAcAAJ De Rebus Gestis Friderici Wilhelmi Magni 1695	https://www.googleapis.com/books/v1/volumes?q=%22Ablegatum%20nostrum%20extraordinarium%22&country=US&maxResults=10
Celsissimus Princeps	openalex	26 work(s)	Josuae van Iperen ode pro philosophia. Cum illustriss. ac ce (2017) https://doi.org/10.1163/2214-8264_dutchpamphlets-va0-va01142; Celsissimus Princeps Adamus Dux In Klewan, Zukow &c. Czartor (None) https://openalex.org/W7172361969; Festiva Acclamatio Annibal Pacificus Ad Portas : Metropolita (None) https://openalex.org/W7172361724; Geschenkvermerk von Andreas Jakob von Dietrichstein an Herib (None) https://openalex.org/W7154868602; Plausus Votivi Pieredum Sverinensium, cum Serenissimus Ac Ce (None) https://openalex.org/W7204362940	https://api.openalex.org/works?per-page=5&search=%22Celsissimus%20Princeps%22
conscientiam procedimus	openalex	no hits		https://api.openalex.org/works?per-page=5&search=%22conscientiam%20procedimus%22
christianam procedimus	openalex	no hits		https://api.openalex.org/works?per-page=5&search=%22christianam%20procedimus%22
afflicta patria	openalex	no hits		https://api.openalex.org/works?per-page=5&search=%22afflicta%20patria%22
defunctum principem	openalex	no hits		https://api.openalex.org/works?per-page=5&search=%22defunctum%20principem%22
vindictam sumat	openalex	no hits		https://api.openalex.org/works?per-page=5&search=%22vindictam%20sumat%22
Pergenbeio	openalex	no hits		https://api.openalex.org/works?per-page=5&search=%22Pergenbeio%22
Burgundus	openalex	111 work(s)	Evidence for widespread cryptic sexual generations in appare (2007) https://doi.org/10.1111/j.1365-294x.2007.03573.x; Some species ofPediobius walker (Hymenoptera, Eulophidae) in (1962) https://doi.org/10.1007/bf02374425; Report of two cynipid galligenous species Andricus multiplic (2006) https://openalex.org/W136315343; Sur une nouvelle sous-espèce de Niphargus jovanovici Karaman (1968) https://doi.org/10.5038/1827-806x.3.1.4; Les Cynipidae des chênes (Hymenoptera) collectés dans la cha (2011) https://openalex.org/W1579366823	https://api.openalex.org/works?per-page=5&search=%22Burgundus%22
Serbanum	openalex	1 work(s)	Being global is not just where you do business (2010) https://openalex.org/W1940301304	https://api.openalex.org/works?per-page=5&search=%22Serbanum%22
Sityka	openalex	1 work(s)	Dickinson Law Review - Volume 18, Issue 6 (1914) https://openalex.org/W7210525476	https://api.openalex.org/works?per-page=5&search=%22Sityka%22
debita veneratur salutatione	openalex	no hits		https://api.openalex.org/works?per-page=5&search=%22debita%20veneratur%20salutatione%22
impostor et detractor	openalex	no hits		https://api.openalex.org/works?per-page=5&search=%22impostor%20et%20detractor%22
importunitate et garrulitate	openalex	no hits		https://api.openalex.org/works?per-page=5&search=%22importunitate%20et%20garrulitate%22
in mundo nemini fecundus	openalex	no hits		https://api.openalex.org/works?per-page=5&search=%22in%20mundo%20nemini%20fecundus%22
cum addicto suo socio	openalex	no hits		https://api.openalex.org/works?per-page=5&search=%22cum%20addicto%20suo%20socio%22
perfido ac proditore	openalex	no hits		https://api.openalex.org/works?per-page=5&search=%22perfido%20ac%20proditore%22
sed hoc remittimus ad divinam justitiam	openalex	no hits		https://api.openalex.org/works?per-page=5&search=%22sed%20hoc%20remittimus%20ad%20divinam%20justitiam%22
quae omnia scit et videt	openalex	no hits		https://api.openalex.org/works?per-page=5&search=%22quae%20omnia%20scit%20et%20videt%22
quorum mendaciis et deceptionibus	openalex	no hits		https://api.openalex.org/works?per-page=5&search=%22quorum%20mendaciis%20et%20deceptionibus%22
pro pudore silentio obvolvi deberent	openalex	no hits		https://api.openalex.org/works?per-page=5&search=%22pro%20pudore%20silentio%20obvolvi%20deberent%22
Deus justissimus secundum opera et conscientiam illorum	openalex	no hits		https://api.openalex.org/works?per-page=5&search=%22Deus%20justissimus%20secundum%20opera%20et%20conscientiam%20illorum%22
per fraudes unius sui falsi amici	openalex	no hits		https://api.openalex.org/works?per-page=5&search=%22per%20fraudes%20unius%20sui%20falsi%20amici%22
caput in rem honorarii missum	openalex	no hits		https://api.openalex.org/works?per-page=5&search=%22caput%20in%20rem%20honorarii%20missum%22
Serbanum reduxit	openalex	no hits		https://api.openalex.org/works?per-page=5&search=%22Serbanum%20reduxit%22
Ablegatum nostrum extraordinarium	openalex	no hits		https://api.openalex.org/works?per-page=5&search=%22Ablegatum%20nostrum%20extraordinarium%22
Celsissimus Princeps	crossref	1699 record(s), top 5 by relevance	Celsissimus Arausionis Princeps, Oblatum sibi Ducatum Gelria 10.1163/2214-8264_dutchpamphlets-kb1-kb13243; Josuae van Iperen ode pro philosophia. Cum illustriss. ac ce 10.1163/2214-8264_dutchpamphlets-va0-va01142; Tortula princeps ssp. princeps new to Germany 10.1127/herzogia/11/1995/93; OPTIMUS PRINCEPS 10.4324/9780203360569-18; PRAGMATICVS - PRINCEPS (DIGNITATE, POTESTATE) 10.1515/9783110959246.1121	https://api.crossref.org/works?rows=5&query.bibliographic=Celsissimus%20Princeps
conscientiam procedimus	crossref	5 record(s), top 5 by relevance	El operare secundum conscientiam de Dignitatis humanae, a lo 10.31207/colloquia.v3i0.39; <i>Zur Stellung des Richters im gelehrten Prozess der Frühze 10.2307/2855360; Spes Exercens Conscientiam. Sprache und Affekt in Luthers Au 10.7788/9783412304478-012; JOAN PICÓ I JUNOY. El juez y la prueba. Estudio de la erróne 10.4067/s0718-09502008000200014; <i>Agere contra conscientiam</i>. The Relationship Between W 10.1484/m.rpm-eb.3.2948	https://api.crossref.org/works?rows=5&query.bibliographic=conscientiam%20procedimus
christianam procedimus	crossref	27 record(s), top 5 by relevance	Dissertatio theologica complectens theologiam christianam. Q 10.1163/9789004601512; X. EXHORTATIO AD PLEBEM CHRISTIANAM 10.1515/9783110911824.28; ERUDITO LECTORI 10.1017/cbo9781139383240.001; Liber Nycholay, qui dicitur Machumetus, quomodo Christianam  10.1163/1877-8054_cmri_com_24505; Liber Nycholay, qui dicitur Machumetus, quomodo Christianam  10.1163/1877-8054_cmr_com_24505	https://api.crossref.org/works?rows=5&query.bibliographic=christianam%20procedimus
afflicta patria	crossref	5256 record(s), top 5 by relevance	Patria 10.17323/3034-4409;  10.24167/patria.v2i1;  10.24167/patria.v3i1;  10.17323/patria.2024.v1.i3;  10.24167/patria.v2i2	https://api.crossref.org/works?rows=5&query.bibliographic=afflicta%20patria
defunctum principem	crossref	115 record(s), top 5 by relevance	Epinicium seu gratulatio ad illustrissimum principem Guiliel 10.1163/9789004525863_cpo_cp011450; Epinicium seu gratulatio ad illustrissimum principem Guiliel 10.1163/9789004525863-cpo-work1671; Epinicium seu gratulatio ad illustrissimum principem Guiliel 10.1163/9789004525863-cp011450; Comparatio inter Claudium Tiberium principem, et Olivarium C 10.1163/2214-8264_dutchpamphlets-va0-va00307; Pietas ultima academiæ Lugduno-Batavae circa [...] Wilhelmum 10.1163/2214-8264_dutchpamphlets-kb1-kb17315	https://api.crossref.org/works?rows=5&query.bibliographic=defunctum%20principem
vindictam sumat	crossref	504 record(s), top 5 by relevance	Dissertatio juridica inauguralis de manumissione per vindict 10.1163/9789004594036;  10.32734/ijlsm.v4i1; Iron Overload Cardiomyopathy 10.32734/sumej.v7i3.17796; Evalvacija avtomatskih prevodov v projektu SUMAT 10.18690/pomurska-obzorja.2.4.15-18.2015; <i>Mihi vindictam</i>: aristocratic clans and rural communit 10.1017/cbo9780511523410.014	https://api.crossref.org/works?rows=5&query.bibliographic=vindictam%20sumat
Pergenbeio	crossref	0 record(s), top 5 by relevance		https://api.crossref.org/works?rows=5&query.bibliographic=Pergenbeio
Burgundus	crossref	0 record(s), top 5 by relevance		https://api.crossref.org/works?rows=5&query.bibliographic=Burgundus
Serbanum	crossref	0 record(s), top 5 by relevance		https://api.crossref.org/works?rows=5&query.bibliographic=Serbanum
Sityka	crossref	0 record(s), top 5 by relevance		https://api.crossref.org/works?rows=5&query.bibliographic=Sityka
debita veneratur salutatione	crossref	104 record(s), top 5 by relevance	Oratio de obedientia magistratui christiano debita 10.1017/cbo9781139176682.004; Kościół katolicki wobec niepłodności 10.15503/onis2018.84.90; TESTAMENTO INOFICIOSO Y PORTIO DEBITA 10.2307/j.ctvq2w2zd.5; Jan van Brederode's "de salutatione Angelica Ave Maria" 10.21825/wt.83797; Izvori za historiju srednjovjekovne Bosne: Debita notariae p 10.51237/issn.2744-1172.2025.54.491	https://api.crossref.org/works?rows=5&query.bibliographic=debita%20veneratur%20salutatione
impostor et detractor	crossref	2439268 record(s), top 5 by relevance	detractor, n. 10.1093/oed/8589882977; Sainte-Beuve – an early detractor* 10.4324/9781315505299-3; Utopía, ¿Stultifera insula? Consideraciones en torno al juic 10.4206/rev.stultifera.2023.v6n1-06; Misconstructions about the Heritage Based Curriculum: The De 10.23880/phij-16000356; Review of: "Impostor in the Mirror: A Clinician’s Reflection 10.32388/6o42of	https://api.crossref.org/works?rows=5&query.bibliographic=impostor%20et%20detractor
importunitate et garrulitate	crossref	not searched (blocked: HTTP 429 on https://api.crossref.org/works?rows=5&query.bibliographic=importunitate%20et%20garrulitate)		https://api.crossref.org/works?rows=5&query.bibliographic=importunitate%20et%20garrulitate
in mundo nemini fecundus	crossref	not searched (blocked: HTTP 429 on https://api.crossref.org/works?rows=5&query.bibliographic=importunitate%20et%20garrulitate)		https://api.crossref.org/works?rows=5&query.bibliographic=in%20mundo%20nemini%20fecundus
cum addicto suo socio	crossref	not searched (blocked: HTTP 429 on https://api.crossref.org/works?rows=5&query.bibliographic=importunitate%20et%20garrulitate)		https://api.crossref.org/works?rows=5&query.bibliographic=cum%20addicto%20suo%20socio
perfido ac proditore	crossref	not searched (blocked: HTTP 429 on https://api.crossref.org/works?rows=5&query.bibliographic=importunitate%20et%20garrulitate)		https://api.crossref.org/works?rows=5&query.bibliographic=perfido%20ac%20proditore
sed hoc remittimus ad divinam justitiam	crossref	not searched (blocked: HTTP 429 on https://api.crossref.org/works?rows=5&query.bibliographic=importunitate%20et%20garrulitate)		https://api.crossref.org/works?rows=5&query.bibliographic=sed%20hoc%20remittimus%20ad%20divinam%20justitiam
quae omnia scit et videt	crossref	not searched (blocked: HTTP 429 on https://api.crossref.org/works?rows=5&query.bibliographic=importunitate%20et%20garrulitate)		https://api.crossref.org/works?rows=5&query.bibliographic=quae%20omnia%20scit%20et%20videt
quorum mendaciis et deceptionibus	crossref	not searched (blocked: HTTP 429 on https://api.crossref.org/works?rows=5&query.bibliographic=importunitate%20et%20garrulitate)		https://api.crossref.org/works?rows=5&query.bibliographic=quorum%20mendaciis%20et%20deceptionibus
pro pudore silentio obvolvi deberent	crossref	not searched (blocked: HTTP 429 on https://api.crossref.org/works?rows=5&query.bibliographic=importunitate%20et%20garrulitate)		https://api.crossref.org/works?rows=5&query.bibliographic=pro%20pudore%20silentio%20obvolvi%20deberent
Deus justissimus secundum opera et conscientiam illorum	crossref	not searched (blocked: HTTP 429 on https://api.crossref.org/works?rows=5&query.bibliographic=importunitate%20et%20garrulitate)		https://api.crossref.org/works?rows=5&query.bibliographic=Deus%20justissimus%20secundum%20opera%20et%20conscientiam%20illorum
per fraudes unius sui falsi amici	crossref	not searched (blocked: HTTP 429 on https://api.crossref.org/works?rows=5&query.bibliographic=importunitate%20et%20garrulitate)		https://api.crossref.org/works?rows=5&query.bibliographic=per%20fraudes%20unius%20sui%20falsi%20amici
caput in rem honorarii missum	crossref	not searched (blocked: HTTP 429 on https://api.crossref.org/works?rows=5&query.bibliographic=importunitate%20et%20garrulitate)		https://api.crossref.org/works?rows=5&query.bibliographic=caput%20in%20rem%20honorarii%20missum
Serbanum reduxit	crossref	not searched (blocked: HTTP 429 on https://api.crossref.org/works?rows=5&query.bibliographic=importunitate%20et%20garrulitate)		https://api.crossref.org/works?rows=5&query.bibliographic=Serbanum%20reduxit
Ablegatum nostrum extraordinarium	crossref	not searched (blocked: HTTP 429 on https://api.crossref.org/works?rows=5&query.bibliographic=importunitate%20et%20garrulitate)		https://api.crossref.org/works?rows=5&query.bibliographic=Ablegatum%20nostrum%20extraordinarium
