briefnr	page	line	idx	token
4610	p1	L09	3	=a
4610	p1	L09	4	28
4610	p1	L09	5	84
4610	p1	L09	6	120
4610	p1	L09	7	15
4610	p1	L09	8	112
4610	p1	L09	9	8
4610	p1	L09	10	53
4610	p1	L09	11	83
4610	p1	L09	12	23
4610	p1	L09	13	=pour
4610	p1	L09	14	25
4610	p1	L09	15	65
4610	p1	L09	16	11
4610	p1	L09	17	63
4610	p1	L09	18	101
4610	p1	L09	19	26
4610	p1	L09	20	81
4610	p1	L09	21	21
4610	p1	L10	1	131
4610	p1	L10	2	=la
4610	p1	L10	3	=forgue?
4610	p1	L10	4	80
4610	p1	L10	5	40
4610	p1	L10	6	14
4610	p1	L10	7	84
4610	p1	L10	8	104
4610	p1	L10	9	27
4610	p1	L10	10	70
4610	p1	L10	11	55
4610	p1	L10	12	29
4610	p1	L10	13	139
4610	p1	L10	14	145
4610	p1	L10	15	=guet?
4610	p1	L10	16	5
4610	p1	L10	17	63
4610	p1	L10	18	39
4610	p1	L10	19	9
4610	p1	L10	20	103
4610	p1	L10	21	31
4610	p1	L11	1	149
4610	p1	L11	2	125
4610	p1	L11	3	14
4610	p1	L11	4	65
4610	p1	L11	5	30
4610	p1	L11	6	=a
4610	p1	L11	7	=moytie
4610	p1	L11	8	=de
4610	p1	L11	9	=a?
4610	p1	L11	10	=nuy?
4610	p1	L11	11	51
4610	p1	L11	12	26
4610	p1	L11	13	34
4610	p1	L11	14	64
4610	p1	L11	15	4
4610	p1	L11	16	33
4610	p1	L11	17	14
4610	p1	L11	18	64
4610	p1	L11	19	26
4610	p1	L11	20	24
4610	p1	L11	21	84
4610	p1	L12	1	29
4610	p1	L12	2	39
4610	p1	L12	3	104
4610	p1	L12	4	29
4610	p1	L12	5	=de
4610	p1	L12	6	85
4610	p1	L12	7	114
4610	p1	L12	8	81
4610	p1	L12	9	74
4610	p1	L12	10	33
4610	p1	L12	11	82
4610	p1	L12	12	36
4610	p1	L12	13	25
4610	p1	L12	14	26
4610	p1	L12	15	126
4610	p1	L12	16	147
4610	p1	L12	17	=guanimschez?
4610	p1	L12	18	=de?
4610	p1	L13	1	=g?
4610	p1	L13	2	=loy?
4610	p1	L13	3	=m?
4610	p1	L13	4	=luy?
4610	p1	L13	5	=propos?
4610	p1	L13	6	64
4610	p1	L13	7	39
4610	p1	L13	8	73
4610	p1	L13	9	38
4610	p1	L13	10	5
4610	p1	L13	11	84
4610	p1	L13	12	144
4610	p1	L13	13	125
4610	p1	L13	14	30
4610	p1	L13	15	74
4610	p1	L13	16	=r?
4610	p1	L13	17	3
4610	p1	L13	18	78
4610	p1	L13	19	101
4610	p1	L13	20	21
4610	p1	L13	21	104
4610	p1	L13	22	9
4610	p1	L13	23	4
4610	p1	L14	1	27
4610	p1	L14	2	146
4610	p1	L14	3	135
4610	p1	L14	4	124
4610	p1	L14	5	=paroingy?
4610	p1	L14	6	=siua?
4610	p1	L14	7	=de
4610	p1	L14	8	=besoing
4610	p1	L14	9	=quaduisez
4610	p1	L14	10	=aux
4610	p1	L14	11	73
4610	p1	L14	12	6
4610	p1	L14	13	2
4610	p1	L14	14	78
4610	p1	L14	15	103
4610	p1	L14	16	32
4610	p1	L14	17	101
4610	p1	L14	18	7
4610	p1	L15	1	3
4610	p1	L15	2	28
4610	p1	L15	3	121
4610	p1	L15	4	142
4610	p1	L15	5	=que
4610	p1	L15	6	=souuent
4610	p1	L15	7	=estre?
4610	p1	L15	8	15
4610	p1	L15	9	25
4610	p1	L15	10	10
4610	p1	L15	11	14
4610	p1	L15	12	9
4610	p1	L15	13	29
4610	p1	L15	14	82
4610	p1	L15	15	85
4610	p1	L15	16	30
4610	p1	L15	17	150
4610	p1	L15	18	125
4610	p1	L15	19	=affin?
4610	p1	L16	1	=pouuoir
4610	p1	L16	2	=ouurir
4610	p1	L16	3	=le
4610	p1	L16	4	=csoiny?
4610	p1	L16	5	=de
4610	p1	L16	6	112
4610	p1	L16	7	51
4610	p1	L16	8	1
4610	p1	L16	9	83
4610	p1	L16	10	91
4610	p1	L16	11	6
4610	p1	L16	12	32
4610	p1	L16	13	103
4610	p1	L16	14	63
4610	p1	L16	15	33
4610	p1	L16	16	104
4610	p1	L16	17	10
4610	p1	L16	18	5
4610	p1	L16	19	134
4610	p1	L16	20	141
4610	p1	L17	1	139
4610	p1	L17	2	120
4610	p1	L17	3	=cau?
4610	p1	L17	4	151
4610	p1	L17	5	40
4610	p1	L17	6	24
4610	p1	L17	7	64
4610	p1	L17	8	39
4610	p1	L17	9	65
4610	p1	L17	10	101
4610	p1	L17	11	111
4610	p1	L17	12	118
4610	p1	L17	13	85
4610	p1	L17	14	150
4610	p1	L17	15	125
4610	p1	L17	16	=merveilleusement?
4610	p1	L18	1	=ay
4610	p1	L18	2	=a
4610	p1	L18	3	=fait
4610	p1	L18	4	=je?
4610	p1	L18	5	=sol?
4610	p1	L18	6	=dig?
4610	p1	L18	7	=aut?
4610	p1	L18	8	=sur
4610	p1	L18	9	=affection
4610	p1	L18	10	=singulier
4610	p1	L18	11	29
4610	p1	L18	12	9
4610	p1	L18	13	115
4610	p1	L18	14	105
4610	p1	L18	15	75
4610	p1	L18	16	104
4610	p1	L18	17	85
4610	p1	L18	18	65
4610	p1	L18	19	5
4610	p1	L18	20	34
4610	p1	L19	1	135
4610	p1	L19	2	146
4610	p1	L19	3	28
4610	p1	L19	4	64
4610	p1	L19	5	4
4610	p1	L19	6	27
4610	p1	L19	7	=exp?
4610	p1	L19	8	151
4610	p1	L19	9	150
4610	p1	L19	10	=et?
4610	p1	L19	11	113
4610	p1	L19	12	84
4610	p1	L19	13	28
4610	p1	L19	14	82
4610	p1	L19	15	111
4610	p1	L19	16	81
4610	p1	L19	17	71
4610	p1	L19	18	31
4610	p1	L19	19	84
4610	p1	L20	1	39
4610	p1	L20	2	23
4610	p1	L20	3	29
4610	p1	L20	4	139
4610	p1	L20	5	148
4610	p1	L20	6	=je
4610	p1	L20	7	=suy
4610	p1	L20	8	=ay
4610	p1	L20	9	14
4610	p1	L20	10	24
4610	p1	L20	11	8
4610	p1	L20	12	13
4610	p1	L20	13	7
4610	p1	L20	14	27
4610	p1	L20	15	85
4610	p1	L20	16	150
4610	p1	L20	17	138
4610	p1	L20	18	36
4610	p1	L20	19	2
4610	p1	L20	20	81
4610	p1	L21	1	72
4610	p1	L21	2	6
4610	p1	L21	3	2
4610	p1	L21	4	37
4610	p1	L21	5	7
4610	p1	L21	6	73
4610	p1	L21	7	61
4610	p1	L21	8	32
4610	p1	L21	9	102
4610	p1	L21	10	8
4610	p1	L21	11	4
4610	p1	L21	12	125
4610	p1	L21	13	129
4610	p1	L21	14	140
4610	p1	L21	15	=deu?
4610	p1	L21	16	75
4610	p1	L21	17	10
4610	p1	L21	18	5
4610	p1	L21	19	29
4610	p1	L21	20	82
4610	p1	L21	21	102
4610	p1	L22	1	112
4610	p1	L22	2	114
4610	p1	L22	3	85
4610	p1	L22	4	25
4610	p1	L22	5	25
4610	p1	L22	6	147
4610	p1	L22	7	=deu?
4610	p1	L22	8	83
4610	p1	L22	9	113
4610	p1	L22	10	84
4610	p1	L22	11	73
4610	p1	L22	12	35
4610	p1	L22	13	85
4610	p1	L22	14	40
4610	p1	L22	15	22
4610	p1	L22	16	28
4610	p1	L22	17	148
4610	p1	L22	18	128
4610	p1	L23	1	=stauccuna?
4610	p1	L23	2	11
4610	p1	L23	3	21
4610	p1	L23	4	101
4610	p1	L23	5	1
4610	p1	L23	6	71
4610	p1	L23	7	81
4610	p1	L23	8	25
4610	p1	L23	9	146
4610	p1	L23	10	137
4610	p1	L23	11	=affayd?
4610	p1	L23	12	=pouuoir
4610	p1	L23	13	=aduisera
4610	p1	L23	14	16
4610	p1	L23	15	37
4610	p1	L23	16	81
4610	p1	L24	1	114
4610	p1	L24	2	17
4610	p1	L24	3	38
4610	p1	L24	4	83
4610	p1	L24	5	29
4610	p1	L24	6	75
4610	p1	L24	7	10
4610	p1	L24	8	5
4610	p1	L24	9	76
4610	p1	L24	10	101
4610	p1	L24	11	71
4610	p1	L24	12	103
4610	p1	L24	13	9
4610	p1	L24	14	4
4610	p1	L24	15	29
4610	p1	L24	16	147
4610	p1	L24	17	128
4610	p1	L24	18	=pourtant
4610	p1	L25	1	=col?
4610	p1	L25	2	=suppli
4610	p1	L25	3	=de
4610	p1	L25	4	=no?
4610	p1	L25	5	=lenuoyer
4610	p1	L25	6	=promptement
4610	p1	L25	7	=geif?
4610	p1	L25	8	=admis
4610	p1	L25	9	=estimant
4610	p1	L25	10	=quil
4610	p1	L25	11	=faudra
4610	p1	L25	12	6
4610	p1	L25	13	40
4610	p1	L25	14	4
4610	p1	L25	15	76
4610	p1	L25	16	81
4610	p1	L26	1	117
4610	p1	L26	2	82
4610	p1	L26	3	28
4610	p1	L26	4	150
4610	p1	L26	5	127
4610	p1	L26	6	80
4610	p1	L26	7	21
4610	p1	L26	8	81
4610	p1	L26	9	23
4610	p1	L26	10	83
4610	p1	L26	11	29
4610	p1	L26	12	30
4610	p1	L26	13	55
4610	p1	L26	14	35
4610	p1	L26	15	25
4610	p1	L26	16	10
4610	p1	L26	17	37
4610	p1	L26	18	40
4610	p1	L26	19	85
4610	p1	L27	1	140
4610	p1	L27	2	130
4610	p1	L27	3	=la
4610	p1	L27	4	1
4610	p1	L27	5	82
4610	p1	L27	6	73
4610	p1	L27	7	83
4610	p1	L27	8	27
4610	p1	L27	9	30
4610	p1	L27	10	101
4610	p1	L27	11	31
4610	p1	L27	12	84
4610	p1	L27	13	146
4610	p1	L27	14	127
4610	p1	L27	15	=alea?
4610	p1	L27	16	14
4610	p1	L27	17	85
4610	p1	L27	18	39
4610	p1	L28	1	24
4610	p1	L28	2	124
4610	p1	L28	3	141
4610	p1	L28	4	150
4610	p1	L28	5	78
4610	p1	L28	6	9
4610	p1	L28	7	4
4610	p1	L28	8	35
4610	p1	L28	9	25
4610	p1	L28	10	65
4610	p1	L28	11	101
4610	p1	L28	12	4
4610	p1	L28	13	31
4610	p1	L28	14	131
4610	p1	L28	15	127
4610	p1	L28	16	103
4610	p1	L28	17	12
4610	p1	L28	18	21
4610	p1	L28	19	105
4610	p1	L29	1	1
4610	p1	L29	2	74
4610	p1	L29	3	84
4610	p1	L29	4	28
4610	p1	L29	5	38
4610	p1	L29	6	149
4610	p1	L29	7	=dy?
4610	p1	L29	8	=entendu
4610	p1	L29	9	=quesgune?
4610	p1	L29	10	=fuger?
4610	p1	L29	11	=sont
4610	p1	L29	12	=au
4610	p1	L29	13	=ffy?
4610	p1	L29	14	13
4610	p1	L29	15	10
4610	p1	L29	16	37
4610	p1	L29	17	26
4610	p1	L29	18	29
4610	p1	L30	1	81
4610	p1	L30	2	56
4610	p1	L30	3	140
4610	p1	L30	4	134
4610	p1	L30	5	122
4610	p1	L30	6	77
4610	p1	L30	7	61
4610	p1	L30	8	85
4610	p1	L30	9	90
4610	p1	L30	10	85
4610	p1	L30	11	73
4610	p1	L30	12	33
4610	p1	L30	13	103
4610	p1	L30	14	9
4610	p1	L30	15	=a
4610	p1	L30	16	124
4610	p1	L30	17	128
4610	p1	L30	18	130
4610	p1	L31	1	=gmg?
4610	p1	L31	2	=go?
4610	p1	L31	3	15
4610	p1	L31	4	10
4610	p1	L31	5	26
4610	p1	L31	6	35
4610	p1	L31	7	85
4610	p1	L31	8	5
4610	p1	L31	9	34
4610	p1	L31	10	145
4610	p1	L31	11	123
4610	p1	L31	12	90
4610	p1	L31	13	24
4610	p1	L31	14	84
4610	p1	L31	15	95
4610	p1	L31	16	9
4610	p1	L31	17	36
4610	p1	L31	18	26
4610	p1	L31	19	81
4610	p1	L32	1	141
4610	p1	L32	2	128
4610	p1	L32	3	=autre
4610	p1	L32	4	=de
4610	p1	L32	5	21
4610	p1	L32	6	82
4610	p1	L32	7	33
4610	p1	L32	8	7
4610	p1	L32	9	37
4610	p1	L32	10	23
4610	p1	L32	11	124
4610	p1	L32	12	=goulau?
4610	p1	L32	13	=fort
4610	p1	L32	14	=persuade
4610	p1	L32	15	=a
4610	p1	L32	16	=nfisin?
4610	p1	L33	1	=g?
4610	p1	L33	2	192
4610	p1	L33	3	145
4610	p1	L33	4	60
4610	p1	L33	5	12
4610	p1	L33	6	8
4610	p1	L33	7	24
4610	p1	L33	8	32
4610	p1	L33	9	84
4610	p1	L33	10	144
4610	p1	L33	11	94
4610	p1	L33	12	23
4610	p1	L33	13	64
4610	p1	L33	14	4
4610	p1	L33	15	77
4610	p1	L33	16	84
4610	p1	L33	17	134
4610	p1	L33	18	61
4610	p1	L34	1	87
4610	p1	L34	2	90
4610	p1	L34	3	81
4610	p1	L34	4	71
4610	p1	L34	5	31
4610	p1	L34	6	101
4610	p1	L34	7	6
4610	p1	L34	8	1
4610	p1	L34	9	=de
4610	p1	L34	10	=lavans?
4610	p1	L34	11	=que
4610	p1	L34	12	192
4610	p1	L34	13	123
4610	p1	L34	14	2
4610	p1	L34	15	62
4610	p1	L34	16	=de
4610	p1	L34	17	117
4610	p1	L34	18	9
4610	p1	L34	19	104
4610	p1	L35	1	81
4610	p1	L35	2	4
4610	p1	L35	3	=de
4610	p1	L35	4	=fu?
4610	p1	L35	5	112
4610	p1	L35	6	65
4610	p1	L35	7	91
4610	p1	L35	8	36
4610	p1	L35	9	32
4610	p1	L35	10	21
4610	p1	L35	11	25
4610	p1	L35	12	88
4610	p1	L35	13	131
4610	p1	L35	14	127
4610	p1	L35	15	6
4610	p1	L35	16	37
4610	p1	L35	17	40
4610	p1	L35	18	85
4610	p1	L35	19	24
4610	p1	L35	20	84
4610	p1	L36	1	85
4610	p1	L36	2	124
4610	p1	L36	3	127
4610	p1	L36	4	145
4610	p1	L36	5	61
4610	p1	L36	6	37
4610	p1	L36	7	191
4610	p1	L36	8	150
4610	p1	L36	9	=may?
4610	p1	L36	10	=n?
4610	p1	L36	11	=cest?
4610	p1	L36	12	74
4610	p1	L36	13	7
4610	p1	L36	14	2
4610	p1	L36	15	33
4610	p1	L36	16	83
4610	p1	L36	17	3
4610	p1	L36	18	84
4610	p1	L36	19	=d?
4610	p1	L36	20	145
4610	p1	L37	1	[blank]
4610	p1	L38	1	[blank]
4610	p2	L01	1	=quelquement?
4610	p2	L01	2	70
4610	p2	L01	3	63
4610	p2	L01	4	26
4610	p2	L01	5	111
4610	p2	L01	6	53
4610	p2	L01	7	85
4610	p2	L01	8	33
4610	p2	L01	9	79
4610	p2	L01	10	51
4610	p2	L01	11	94
4610	p2	L01	12	84
4610	p2	L01	13	4
4610	p2	L01	14	83
4610	p2	L01	15	37
4610	p2	L01	16	85
4610	p2	L01	17	135
4610	p2	L01	18	124
4610	p2	L01	19	=gru?
4610	p2	L01	20	=len?
4610	p2	L02	1	3
4610	p2	L02	2	27
4610	p2	L02	3	148
4610	p2	L02	4	129
4610	p2	L02	5	82
4610	p2	L02	6	35
4610	p2	L02	7	84
4610	p2	L02	8	29
4610	p2	L02	9	12
4610	p2	L02	10	64
4610	p2	L02	11	104
4610	p2	L02	12	94
4610	p2	L02	13	4
4610	p2	L02	14	9
4610	p2	L02	15	114
4610	p2	L02	16	80
4610	p2	L03	1	=qu?
4610	p2	L03	2	=sbuoiuent?
4610	p2	L03	3	38
4610	p2	L03	4	81
4610	p2	L03	5	1
4610	p2	L03	6	101
4610	p2	L03	7	21
4610	p2	L03	8	140
4610	p2	L03	9	121
4610	p2	L03	10	63
4610	p2	L03	11	39
4610	p2	L03	12	205
4610	p2	L03	13	=put?
4610	p2	L03	14	71
4610	p2	L03	15	6
4610	p2	L03	16	2
4610	p2	L03	17	33
4610	p2	L03	18	23
4610	p2	L03	19	83
4610	p2	L04	1	117
4610	p2	L04	2	64
4610	p2	L04	3	4
4610	p2	L04	4	77
4610	p2	L04	5	82
4610	p2	L04	6	55
4610	p2	L04	7	145
4610	p2	L04	8	136
4610	p2	L04	9	=pour
4610	p2	L04	10	=la
4610	p2	L04	11	=moiuga?
4610	p2	L04	12	=fz?
4610	p2	L04	13	1
4610	p2	L04	14	81
4610	p2	L04	15	150
4610	p2	L04	16	120
4610	p2	L04	17	65
4610	p2	L04	18	25
4610	p2	L04	19	75
4610	p2	L04	20	100
4610	p2	L04	21	55
4610	p2	L05	1	5
4610	p2	L05	2	35
4610	p2	L05	3	149
4610	p2	L05	4	225
4610	p2	L05	5	=yaa?
4610	p2	L05	6	84
4610	p2	L05	7	2
4610	p2	L05	8	74
4610	p2	L05	9	9
4610	p2	L05	10	24
4610	p2	L05	11	85
4610	p2	L05	12	29
4610	p2	L05	13	128
4610	p2	L05	14	135
4610	p2	L05	15	=loy?
4610	p2	L05	16	=vet?
4610	p2	L05	17	119
4610	p2	L05	18	39
4610	p2	L05	19	25
4610	p2	L05	20	117
4610	p2	L05	21	38
4610	p2	L05	22	22
4610	p2	L06	1	82
4610	p2	L06	2	21
4610	p2	L06	3	150
4610	p2	L06	4	132
4610	p2	L06	5	125
4610	p2	L06	6	=quil
4610	p2	L06	7	=y
4610	p2	L06	8	=a
4610	p2	L06	9	=eu
4610	p2	L06	10	=guerguer?
4610	p2	L06	11	61
4610	p2	L06	12	111
4610	p2	L06	13	65
4610	p2	L06	14	25
4610	p2	L06	15	120
4610	p2	L06	16	81
4610	p2	L06	17	145
4610	p2	L06	18	77
4610	p2	L06	19	82
4610	p2	L06	20	118
4610	p2	L06	21	8
4610	p2	L07	1	23
4610	p2	L07	2	83
4610	p2	L07	3	28
4610	p2	L07	4	129
4610	p2	L07	5	148
4610	p2	L07	6	85
4610	p2	L07	7	5
4610	p2	L07	8	203
4610	p2	L07	9	=fontana?
4610	p2	L07	10	64
4610	p2	L07	11	12
4610	p2	L07	12	22
4610	p2	L07	13	7
4610	p2	L07	14	74
4610	p2	L07	15	99
4610	p2	L07	16	84
4610	p2	L07	17	24
4610	p2	L07	18	134
4610	p2	L07	19	121
4610	p2	L07	20	115
4610	p2	L08	1	61
4610	p2	L08	2	87
4610	p2	L08	3	6
4610	p2	L08	4	21
4610	p2	L08	5	72
4610	p2	L08	6	83
4610	p2	L08	7	79
4610	p2	L08	8	39
4610	p2	L08	9	149
4610	p2	L08	10	34
4610	p2	L08	11	40
4610	p2	L08	12	25
4610	p2	L08	13	78
4610	p2	L08	14	=nous
4610	p2	L08	15	=auons
4610	p2	L08	16	=trouue
4610	p2	L08	17	81
4610	p2	L08	18	2
4610	p2	L08	19	37
4610	p2	L08	20	101
4610	p2	L08	21	21
4610	p2	L09	1	9
4610	p2	L09	2	2
4610	p2	L09	3	150
4610	p2	L09	4	127
4610	p2	L09	5	31
4610	p2	L09	6	21
4610	p2	L09	7	7
4610	p2	L09	8	102
4610	p2	L09	9	26
4610	p2	L09	10	127
4610	p2	L09	11	148
4610	p2	L09	12	71
4610	p2	L09	13	84
4610	p2	L09	14	4
4610	p2	L09	15	29
4610	p2	L09	16	138
4610	p2	L09	17	142
4610	p2	L09	18	72
4610	p2	L09	19	96
4610	p2	L09	20	83
4610	p2	L09	21	38
4610	p2	L10	1	61
4610	p2	L10	2	39
4610	p2	L10	3	50
4610	p2	L10	4	150
4610	p2	L10	5	122
4610	p2	L10	6	137
4610	p2	L10	7	=qui
4610	p2	L10	8	=sont
4610	p2	L10	9	=pres
4610	p2	L10	10	=de
4610	p2	L10	11	130
4610	p2	L10	12	100
4610	p2	L10	13	61
4610	p2	L10	14	60
4610	p2	L10	15	64
4610	p2	L10	16	24
4610	p2	L10	17	77
4610	p2	L10	18	81
4610	p2	L10	19	22
4610	p2	L10	20	128
4610	p2	L11	1	135
4610	p2	L11	2	114
4610	p2	L11	3	84
4610	p2	L11	4	138
4610	p2	L11	5	37
4610	p2	L11	6	9
4610	p2	L11	7	104
4610	p2	L11	8	61
4610	p2	L11	9	91
4610	p2	L11	10	85
4610	p2	L11	11	143
4610	p2	L11	12	36
4610	p2	L11	13	85
4610	p2	L11	14	25
4610	p2	L11	15	30
4610	p2	L11	16	130
4610	p2	L11	17	141
4610	p2	L11	18	221
4610	p2	L11	19	225
4610	p2	L12	1	117
4610	p2	L12	2	64
4610	p2	L12	3	104
4610	p2	L12	4	26
4610	p2	L12	5	150
4610	p2	L12	6	=fg?
4610	p2	L12	7	=guillaume
4610	p2	L12	8	5
4610	p2	L12	9	38
4610	p2	L12	10	9
4610	p2	L12	11	101
4610	p2	L12	12	24
4610	p2	L12	13	134
4610	p2	L12	14	=6c?
4610	p2	L12	15	21
4610	p2	L12	16	81
4610	p2	L12	17	81
4610	p2	L12	18	83
4610	p2	L12	19	2
4610	p2	L12	20	89
4610	p2	L13	1	83
4610	p2	L13	2	135
4610	p2	L13	3	=ou
4610	p2	L13	4	150
4610	p2	L13	5	71
4610	p2	L13	6	84
4610	p2	L13	7	29
4610	p2	L13	8	35
4610	p2	L13	9	65
4610	p2	L13	10	115
4610	p2	L13	11	101
4610	p2	L13	12	4
4610	p2	L13	13	124
4610	p2	L13	14	143
4610	p2	L13	15	=de?
4610	p2	L13	16	=6?
4610	p2	L13	17	=ou?
4610	p2	L14	1	30
4610	p2	L14	2	84
4610	p2	L14	3	64
4610	p2	L14	4	31
4610	p2	L14	5	59
4610	p2	L14	6	149
4610	p2	L14	7	127
4610	p2	L14	8	=at?
4610	p2	L14	9	80
4610	p2	L14	10	6
4610	p2	L14	11	36
4610	p2	L14	12	58
4610	p2	L14	13	85
4610	p2	L14	14	90
4610	p2	L14	15	115
4610	p2	L14	16	7
4610	p2	L14	17	23
4610	p2	L14	18	103
4610	p2	L15	1	97
4610	p2	L15	2	81
4610	p2	L15	3	36
4610	p2	L15	4	61
4610	p2	L15	5	111
4610	p2	L15	6	150
4610	p2	L15	7	125
4610	p2	L15	8	=si
4610	p2	L15	9	=y
4610	p2	L15	10	=ay
4610	p2	L15	11	=amy?
4610	p2	L15	12	16
4610	p2	L15	13	150
4610	p2	L15	14	37
4610	p2	L15	15	101
4610	p2	L15	16	12
4610	p2	L15	17	21
4610	p2	L15	18	9
4610	p2	L15	19	117
4610	p2	L15	20	81
4610	p2	L15	21	82
4610	p2	L15	22	85
4610	p2	L16	1	3
4610	p2	L16	2	35
4610	p2	L16	3	135
4610	p2	L16	4	89
4610	p2	L16	5	8
4610	p2	L16	6	38
4610	p2	L16	7	24
4610	p2	L16	8	4
4610	p2	L16	9	104
4610	p2	L16	10	25
4610	p2	L16	11	136
4610	p2	L16	12	141
4610	p2	L16	13	=a?
4610	p2	L16	14	75
4610	p2	L16	15	85
4610	p2	L16	16	5
4610	p2	L16	17	29
4610	p2	L16	18	139
4610	p2	L16	19	150
4610	p2	L17	1	=pour
4610	p2	L17	2	61
4610	p2	L17	3	75
4610	p2	L17	4	71
4610	p2	L17	5	6
4610	p2	L17	6	118
4610	p2	L17	7	13
4610	p2	L17	8	63
4610	p2	L17	9	101
4610	p2	L17	10	95
4610	p2	L17	11	5
4610	p2	L17	12	82
4610	p2	L17	13	22
4610	p2	L17	14	122
4610	p2	L17	15	135
4610	p2	L17	16	=lpfg?
4610	p2	L17	17	138
4610	p2	L17	18	=pour
4610	p2	L17	19	37
4610	p2	L17	20	4
4610	p2	L18	1	78
4610	p2	L18	2	64
4610	p2	L18	3	114
4610	p2	L18	4	84
4610	p2	L18	5	24
4610	p2	L18	6	124
4610	p2	L18	7	135
4610	p2	L18	8	146
4610	p2	L18	9	=pour
4610	p2	L18	10	31
4610	p2	L18	11	81
4610	p2	L18	12	26
4610	p2	L18	13	32
4610	p2	L18	14	85
4610	p2	L18	15	150
4610	p2	L18	16	=34?
4610	p2	L18	17	=leur
4610	p2	L18	18	=si
4610	p2	L18	19	25
4610	p2	L19	1	119
4610	p2	L19	2	81
